"범죄별","발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"유기","강서","범죄 발생지","","-","-","-","1","1","-","","1","-","-","1","3","-","1",
"유기","연제","범죄 발생지","","2","-","-","-","-","-","","-","1","1","1","3","2","-",
"유기","수영","범죄 발생지","","-","1","-","-","-","-","","1","1","1","2","-","2","1",
"유기","사상","범죄 발생지","","-","1","2","-","-","-","8","1","1","-","1","-","-","2",
"유기","기장군","범죄 발생지","","-","-","1","3","2","1","3","-","-","1","-","1","3","1",
"유기","중구","범죄 발생지","","-","1","-","-","3","-","1","-","-","-","1","1","1","3",
"유기","동구","범죄 발생지","","-","3","-","-","1","-","2","-","-","1","1","1","-","1",
"유기","서구","범죄 발생지","","-","-","3","-","2","1","","-","-","-","-","-","1","1",
"유기","남구","범죄 발생지","","-","1","-","-","-","-","","1","1","1","2","3","3","1",
"유기","북구","범죄 발생지","","-","2","1","-","-","-","1","1","-","3","2","2","-","3",
"유기","수성","범죄 발생지","","1","2","2","-","-","-","1","-","-","-","2","4","1","-",
"유기","달서","범죄 발생지","","-","1","1","-","-","1","","1","-","1","2","1","-","2",
"유기","달성군","범죄 발생지","","-","-","1","2","-","-","2","1","2","-","3","1","-","-",
"유기","군위군","범죄 발생지","","","","","","","","","","","","","","-","-",
"유기","중구","범죄 발생지","","-","-","1","-","-","1","","-","-","-","1","2","-","-",
"유기","동구","범죄 발생지","","-","-","-","-","-","1","","-","-","1","-","-","-","-",
"유기","서구","범죄 발생지","","2","-","-","-","-","4","5","4","8","1","6","2","3","4",
"유기","미추홀","범죄 발생지","","1","2","7","3","2","3","4","5","4","-","1","5","2","1",
"유기","연수","범죄 발생지","","4","1","-","-","-","-","","-","3","-","2","4","1","1",
"유기","남동","범죄 발생지","","4","3","1","1","4","2","1","-","-","1","1","9","-","-",
"유기","부평","범죄 발생지","","3","1","-","-","2","1","2","1","1","1","6","3","5","5",
"유기","계양","범죄 발생지","","3","2","1","-","-","1","1","1","1","-","2","3","-","2",
"유기","강화군","범죄 발생지","","-","-","-","-","-","1","","1","-","-","-","-","1","1",
"유기","옹진군","범죄 발생지","","-","-","-","-","-","-","","-","-","-","1","1","-","-",
"유기","동구","범죄 발생지","","2","1","4","1","1","1","1","1","-","-","4","-","1","-",
"유기","서구","범죄 발생지","","1","5","3","1","-","-","1","3","5","2","1","1","1","2",
"유기","남구","범죄 발생지","","2","1","1","2","-","-","1","7","3","-","-","1","-","2",
"유기","북구","범죄 발생지","","1","9","-","-","-","-","1","2","-","1","1","1","5","1",
"유기","광산","범죄 발생지","","-","-","-","-","-","3","","-","1","3","1","2","1","1",
"유기","중구","범죄 발생지","","2","1","3","1","-","3","2","1","-","1","2","2","1","2",
"유기","동구","범죄 발생지","","-","1","3","-","1","1","1","-","1","1","-","3","4","2",
"유기","서구","범죄 발생지","","1","1","1","3","1","-","2","2","2","-","2","6","1","4",
"유기","유성","범죄 발생지","","1","1","2","-","-","-","","3","1","-","2","5","2","3",
"유기","대덕","범죄 발생지","","-","2","-","-","-","-","","2","1","-","1","3","2","1",
"유기","중구","범죄 발생지","","-","1","-","-","1","1","2","-","-","2","4","3","1","1",
"유기","동구","범죄 발생지","","-","1","-","-","-","1","","-","-","1","-","-","-","2",
"유기","남구","범죄 발생지","","-","-","1","-","1","1","3","-","-","1","1","-","-","1",
"유기","북구","범죄 발생지","","-","-","-","-","1","-","2","-","1","-","-","1","1","-",
"유기","울주군","범죄 발생지","","-","-","-","1","-","2","","-","1","-","-","1","-","1",
"낙태","종로","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","2","","","","","","","","","","","",
"낙태","용산","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","성동","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","광진","범죄 발생지","","-","1","2","","","","","","","","","","","",
"낙태","동대문","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","중랑","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","성북","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","강북","범죄 발생지","","2","-","-","","","","","","","","","","","",
"낙태","도봉","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","노원","범죄 발생지","","2","-","1","","","","","","","","","","","",
"낙태","은평","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","서대문","범죄 발생지","","2","-","-","","","","","","","","","","","",
"낙태","마포","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","양천","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","강서","범죄 발생지","","1","1","-","","","","","","","","","","","",
"낙태","구로","범죄 발생지","","1","1","-","","","","","","","","","","","",
"낙태","금천","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","영등포","범죄 발생지","","-","1","-","","","","","","","","","","","",
"낙태","동작","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","관악","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","서초","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","강남","범죄 발생지","","3","-","1","","","","","","","","","","","",
"낙태","송파","범죄 발생지","","-","1","-","","","","","","","","","","","",
"낙태","강동","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","영도","범죄 발생지","","-","1","1","","","","","","","","","","","",
"낙태","부산진","범죄 발생지","","1","3","-","","","","","","","","","","","",
"낙태","동래","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","남구","범죄 발생지","","-","1","-","","","","","","","","","","","",
"낙태","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","해운대","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","사하","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","금정","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","강서","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","연제","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","수영","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","사상","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","기장군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","남구","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","수성","범죄 발생지","","1","1","-","","","","","","","","","","","",
"낙태","달서","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","달성군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","서구","범죄 발생지","","1","-","-","","","","","","","","","","","",
"낙태","미추홀","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","연수","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","남동","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","부평","범죄 발생지","","-","-","1","","","","","","","","","","","",
"낙태","계양","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","강화군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","옹진군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","1","1","-","","","","","","","","","","","",
"낙태","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","북구","범죄 발생지","","2","-","-","","","","","","","","","","","",
"낙태","광산","범죄 발생지","","-","1","1","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","서구","범죄 발생지","","-","1","-","","","","","","","","","","","",
"낙태","유성","범죄 발생지","","-","4","-","","","","","","","","","","","",
"낙태","대덕","범죄 발생지","","-","2","-","","","","","","","","","","","",
"낙태","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"낙태","울주군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","종로","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","용산","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","성동","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","광진","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동대문","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중랑","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","성북","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강북","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","도봉","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","노원","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","은평","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서대문","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","마포","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","양천","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강서","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","구로","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","금천","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","영등포","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동작","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","관악","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서초","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강남","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","송파","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강동","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","영도","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","부산진","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동래","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","해운대","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","사하","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","금정","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강서","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","연제","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","수영","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","사상","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","기장군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","수성","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","달서","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","달성군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","미추홀","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","연수","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","남동","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","부평","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","계양","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","강화군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","옹진군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","광산","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","서구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","유성","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","대덕","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","중구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","동구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","남구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","북구","범죄 발생지","","-","-","-","","","","","","","","","","","",
"아편","울주군","범죄 발생지","","-","-","-","","","","","","","","","","","",
"교통방해","종로","범죄 발생지","","39","69","54","226","209","438","25","2","5","4","5","6","9","10",
"교통방해","중구","범죄 발생지","","88","142","220","266","118","218","13","8","3","-","2","3","10","4",
"교통방해","용산","범죄 발생지","","13","12","12","1","10","7","5","2","3","4","-","8","5","6",
"교통방해","성동","범죄 발생지","","2","1","3","3","1","3","","3","2","3","-","1","1","6",
"교통방해","광진","범죄 발생지","","3","9","5","4","6","6","","6","2","-","4","2","3","1",
"교통방해","동대문","범죄 발생지","","4","8","6","4","9","6","4","5","3","2","2","5","4","-",
"교통방해","중랑","범죄 발생지","","13","4","9","8","7","6","4","5","7","-","1","2","1","2",
"교통방해","성북","범죄 발생지","","5","4","3","3","4","12","3","6","2","1","3","2","-","2",
"교통방해","강북","범죄 발생지","","4","5","6","5","7","1","3","1","1","1","1","4","2","-",
"교통방해","도봉","범죄 발생지","","-","1","4","1","2","1","1","4","2","-","1","2","-","4",
"교통방해","노원","범죄 발생지","","2","2","6","3","1","-","5","4","5","3","2","-","2","-",
"교통방해","은평","범죄 발생지","","2","12","7","6","8","4","4","3","2","4","7","2","1","7",
"교통방해","서대문","범죄 발생지","","12","51","20","20","5","5","4","6","6","8","2","4","2","1",
"교통방해","마포","범죄 발생지","","1","6","1","2","5","4","3","5","2","4","6","4","2","7",
"교통방해","양천","범죄 발생지","","3","2","3","6","2","1","2","2","1","2","1","2","3","2",
"교통방해","강서","범죄 발생지","","4","3","3","4","3","3","6","3","4","4","2","3","1","-",
"교통방해","구로","범죄 발생지","","4","12","7","5","4","7","6","3","4","1","2","2","7","-",
"교통방해","금천","범죄 발생지","","1","3","-","4","3","-","","1","2","-","1","1","1","-",
"교통방해","영등포","범죄 발생지","","4","39","18","9","57","37","21","9","2","3","2","4","1","6",
"교통방해","동작","범죄 발생지","","3","7","4","4","5","5","8","2","4","4","8","2","-","4",
"교통방해","관악","범죄 발생지","","4","4","6","6","3","2","2","3","3","2","3","7","2","7",
"교통방해","서초","범죄 발생지","","5","9","81","12","8","6","9","6","7","6","4","5","3","6",
"교통방해","강남","범죄 발생지","","14","11","10","6","13","5","15","4","1","5","3","5","6","3",
"교통방해","송파","범죄 발생지","","2","3","4","7","6","1","5","-","6","7","1","2","-","1",
"교통방해","강동","범죄 발생지","","3","6","6","4","4","3","4","1","1","4","2","7","-","2",
"교통방해","중구","범죄 발생지","","3","3","3","-","1","4","1","-","1","2","-","1","-","1",
"교통방해","서구","범죄 발생지","","1","2","1","1","4","3","1","2","1","1","1","1","1","-",
"교통방해","동구","범죄 발생지","","-","1","1","3","-","5","3","1","-","-","1","-","1","1",
"교통방해","영도","범죄 발생지","","5","4","5","6","4","3","2","2","4","-","-","1","2","-",
"교통방해","부산진","범죄 발생지","","5","4","5","5","9","11","4","2","5","11","3","3","2","4",
"교통방해","동래","범죄 발생지","","2","-","3","6","1","3","5","4","3","1","6","-","2","2",
"교통방해","남구","범죄 발생지","","1","-","5","1","-","1","6","-","4","1","-","4","4","1",
"교통방해","북구","범죄 발생지","","1","-","2","2","2","3","","-","1","3","1","3","1","-",
"교통방해","해운대","범죄 발생지","","4","8","4","4","6","3","4","8","9","5","4","2","6","3",
"교통방해","사하","범죄 발생지","","4","5","7","4","1","5","2","6","4","2","3","3","1","3",
"교통방해","금정","범죄 발생지","","1","5","3","5","3","3","4","2","6","2","2","3","2","1",
"교통방해","강서","범죄 발생지","","3","3","1","2","2","1","16","2","2","5","5","4","2","4",
"교통방해","연제","범죄 발생지","","-","-","2","1","2","6","","2","1","-","1","1","4","3",
"교통방해","수영","범죄 발생지","","-","1","2","3","2","3","1","2","-","2","-","3","4","2",
"교통방해","사상","범죄 발생지","","1","3","1","1","1","1","","2","3","3","-","5","2","1",
"교통방해","기장군","범죄 발생지","","5","9","9","7","7","5","3","8","4","8","2","7","6","11",
"교통방해","중구","범죄 발생지","","1","4","1","1","3","2","","2","-","-","-","1","2","2",
"교통방해","동구","범죄 발생지","","6","6","5","5","7","3","12","6","3","4","4","6","8","5",
"교통방해","서구","범죄 발생지","","4","2","2","1","2","1","2","2","2","1","5","2","1","4",
"교통방해","남구","범죄 발생지","","3","3","3","3","7","2","1","1","4","4","3","2","6","3",
"교통방해","북구","범죄 발생지","","6","7","4","5","8","6","8","3","8","3","7","12","14","4",
"교통방해","수성","범죄 발생지","","1","4","6","4","30","7","3","2","3","11","5","3","8","2",
"교통방해","달서","범죄 발생지","","10","6","6","6","7","7","1","6","5","6","7","7","6","6",
"교통방해","달성군","범죄 발생지","","-","1","3","2","3","2","1","1","6","1","3","4","3","-",
"교통방해","군위군","범죄 발생지","","","","","","","","","","","","","","1","5",
"교통방해","중구","범죄 발생지","","14","10","4","6","2","9","3","6","2","5","2","4","6","4",
"교통방해","동구","범죄 발생지","","1","-","-","2","1","1","1","1","-","-","2","-","-","1",
"교통방해","서구","범죄 발생지","","7","5","5","9","5","8","7","5","10","6","5","6","6","2",
"교통방해","미추홀","범죄 발생지","","2","1","4","2","4","6","9","7","5","3","5","6","3","9",
"교통방해","연수","범죄 발생지","","6","1","1","-","2","1","1","1","3","1","7","1","3","2",
"교통방해","남동","범죄 발생지","","1","4","2","4","1","9","1","2","6","5","6","2","7","4",
"교통방해","부평","범죄 발생지","","2","4","2","3","2","4","4","2","6","8","6","3","4","5",
"교통방해","계양","범죄 발생지","","1","1","2","1","1","4","6","6","2","4","3","3","5","5",
"교통방해","강화군","범죄 발생지","","16","15","10","13","13","15","14","10","14","20","14","21","17","10",
"교통방해","옹진군","범죄 발생지","","19","19","15","6","6","4","6","6","4","3","3","5","4","4",
"교통방해","동구","범죄 발생지","","-","3","3","3","4","3","3","2","1","-","3","2","3","9",
"교통방해","서구","범죄 발생지","","4","3","4","8","3","1","4","5","2","1","3","3","1","4",
"교통방해","남구","범죄 발생지","","3","1","4","5","6","3","7","6","2","5","2","5","2","3",
"교통방해","북구","범죄 발생지","","8","8","6","11","6","4","5","5","8","4","4","4","6","5",
"교통방해","광산","범죄 발생지","","5","2","5","8","8","8","3","6","5","5","12","4","3","3",
"교통방해","중구","범죄 발생지","","4","1","1","1","-","1","6","5","2","1","1","2","2","6",
"교통방해","동구","범죄 발생지","","-","-","6","1","5","2","2","3","4","4","2","6","2","3",
"교통방해","서구","범죄 발생지","","3","3","3","4","3","4","6","3","3","3","3","3","4","2",
"교통방해","유성","범죄 발생지","","-","2","1","4","4","2","4","2","3","5","4","3","2","5",
"교통방해","대덕","범죄 발생지","","1","2","3","-","-","-","2","-","1","1","3","5","4","3",
"교통방해","중구","범죄 발생지","","2","3","2","5","5","1","4","4","4","2","1","1","4","1",
"교통방해","동구","범죄 발생지","","4","4","3","3","3","1","3","3","3","3","4","1","4","-",
"교통방해","남구","범죄 발생지","","8","12","5","3","12","7","5","2","5","3","2","2","3","3",
"교통방해","북구","범죄 발생지","","3","8","5","6","3","3","1","4","3","3","11","4","1","3",
"교통방해","울주군","범죄 발생지","","10","12","7","10","12","14","11","11","10","8","5","8","10","8",
"공무방해","종로","범죄 발생지","","179","160","167","193","191","139","147","117","134","134","103","99","103","111",
"공무방해","중구","범죄 발생지","","125","148","163","233","148","153","131","87","88","70","70","73","82","88",
"공무방해","용산","범죄 발생지","","94","113","124","136","170","128","104","103","124","94","75","111","125","138",
"공무방해","성동","범죄 발생지","","74","40","59","70","60","56","45","49","46","39","31","30","37","47",
"공무방해","광진","범죄 발생지","","115","136","153","190","183","149","140","105","92","82","64","99","94","86",
"공무방해","동대문","범죄 발생지","","150","278","121","126","138","109","118","110","119","92","76","91","90","102",
"공무방해","중랑","범죄 발생지","","141","126","146","165","151","158","126","97","97","103","90","111","129","123",
"공무방해","성북","범죄 발생지","","88","86","76","84","83","90","111","71","82","58","40","62","58","71",
"공무방해","강북","범죄 발생지","","131","168","146","123","118","143","128","130","134","155","89","152","169","137",
"공무방해","도봉","범죄 발생지","","56","64","73","66","67","59","38","41","83","44","43","50","55","66",
"공무방해","노원","범죄 발생지","","109","112","121","132","112","89","68","65","59","65","56","80","67","73",
"공무방해","은평","범죄 발생지","","93","122","109","129","115","93","94","79","85","87","63","90","97","81",
"공무방해","서대문","범죄 발생지","","116","209","179","127","91","90","75","67","69","74","58","53","53","54",
"공무방해","마포","범죄 발생지","","132","134","146","201","147","155","137","127","117","96","101","146","151","155",
"공무방해","양천","범죄 발생지","","78","113","106","109","110","116","86","79","54","62","52","72","63","62",
"공무방해","강서","범죄 발생지","","138","180","160","132","170","214","196","156","170","126","147","145","128","137",
"공무방해","구로","범죄 발생지","","122","153","177","184","161","103","90","94","79","77","65","72","105","111",
"공무방해","금천","범죄 발생지","","89","119","88","89","80","93","71","96","90","51","51","50","65","70",
"공무방해","영등포","범죄 발생지","","276","227","180","234","235","186","143","137","138","173","137","148","151","178",
"공무방해","동작","범죄 발생지","","77","76","84","78","88","80","64","48","51","53","42","47","56","58",
"공무방해","관악","범죄 발생지","","179","207","179","171","178","130","150","149","155","149","141","173","182","157",
"공무방해","서초","범죄 발생지","","124","129","144","156","159","134","113","165","177","114","89","101","101","98",
"공무방해","강남","범죄 발생지","","247","203","209","207","189","196","155","158","153","156","147","184","188","176",
"공무방해","송파","범죄 발생지","","117","118","150","171","162","127","149","159","141","123","92","118","153","139",
"공무방해","강동","범죄 발생지","","107","148","100","105","78","81","87","83","78","40","57","51","75","80",
"공무방해","중구","범죄 발생지","","44","36","49","38","54","48","48","36","38","34","24","37","27","31",
"공무방해","서구","범죄 발생지","","30","35","27","36","28","30","17","20","21","26","23","27","41","31",
"공무방해","동구","범죄 발생지","","31","42","44","56","44","38","61","34","30","31","40","37","50","41",
"공무방해","영도","범죄 발생지","","40","35","34","37","52","46","35","23","22","43","23","23","12","28",
"공무방해","부산진","범죄 발생지","","88","140","123","175","162","177","121","130","152","169","132","153","171","163",
"공무방해","동래","범죄 발생지","","96","103","82","128","96","114","68","68","68","61","52","62","52","46",
"공무방해","남구","범죄 발생지","","45","52","67","59","59","71","46","55","65","68","50","53","54","49",
"공무방해","북구","범죄 발생지","","60","61","72","80","71","67","47","48","73","60","52","56","62","46",
"공무방해","해운대","범죄 발생지","","95","113","101","113","97","118","98","108","97","95","90","107","88","83",
"공무방해","사하","범죄 발생지","","76","83","72","97","72","82","91","76","72","72","67","79","94","81",
"공무방해","금정","범죄 발생지","","52","51","70","64","59","63","43","51","26","38","34","31","35","41",
"공무방해","강서","범죄 발생지","","16","23","16","20","25","28","20","28","17","17","11","23","20","26",
"공무방해","연제","범죄 발생지","","59","78","76","76","134","125","99","68","91","85","42","57","58","43",
"공무방해","수영","범죄 발생지","","38","54","57","55","84","68","48","51","47","37","35","61","43","73",
"공무방해","사상","범죄 발생지","","46","80","63","79","59","84","62","65","64","62","48","53","57","54",
"공무방해","기장군","범죄 발생지","","18","27","32","31","32","36","33","16","20","23","20","20","30","40",
"공무방해","중구","범죄 발생지","","194","45","48","59","54","66","57","57","60","48","53","70","64","48",
"공무방해","동구","범죄 발생지","","105","125","114","115","136","126","104","93","76","78","63","83","92","67",
"공무방해","서구","범죄 발생지","","82","92","87","95","110","88","76","73","65","58","60","69","65","74",
"공무방해","남구","범죄 발생지","","55","56","51","78","65","66","54","42","43","50","33","33","33","37",
"공무방해","북구","범죄 발생지","","94","113","82","86","94","102","114","79","97","92","64","77","77","56",
"공무방해","수성","범죄 발생지","","151","103","101","114","129","106","84","80","71","73","56","70","56","56",
"공무방해","달서","범죄 발생지","","116","143","169","187","188","210","186","130","120","124","111","137","126","95",
"공무방해","달성군","범죄 발생지","","32","34","20","31","26","33","36","18","38","36","29","45","46","46",
"공무방해","군위군","범죄 발생지","","","","","","","","","","","","","","1","-",
"공무방해","중구","범죄 발생지","","49","107","85","120","83","95","63","65","48","42","54","48","47","48",
"공무방해","동구","범죄 발생지","","24","22","35","21","17","32","21","16","11","17","10","15","12","15",
"공무방해","서구","범죄 발생지","","121","112","79","142","97","114","110","100","713","87","107","163","108","102",
"공무방해","미추홀","범죄 발생지","","153","122","136","173","157","144","127","121","138","130","110","122","120","125",
"공무방해","연수","범죄 발생지","","44","43","44","68","55","75","43","50","36","27","45","50","66","65",
"공무방해","남동","범죄 발생지","","130","179","169","180","189","175","135","108","123","114","108","118","139","115",
"공무방해","부평","범죄 발생지","","114","147","123","163","121","126","108","99","94","98","111","112","132","103",
"공무방해","계양","범죄 발생지","","95","101","79","82","57","83","76","48","59","54","37","61","66","72",
"공무방해","강화군","범죄 발생지","","10","13","14","31","14","11","10","7","11","11","17","8","11","6",
"공무방해","옹진군","범죄 발생지","","6","9","13","4","8","9","2","3","5","-","1","3","4","8",
"공무방해","동구","범죄 발생지","","32","47","35","38","50","49","32","33","25","22","37","27","34","25",
"공무방해","서구","범죄 발생지","","84","99","75","69","82","67","60","77","65","55","54","106","76","63",
"공무방해","남구","범죄 발생지","","23","28","33","25","22","23","14","22","19","24","22","25","22","18",
"공무방해","북구","범죄 발생지","","75","85","88","91","81","66","52","62","48","44","70","72","58","54",
"공무방해","광산","범죄 발생지","","46","52","53","52","55","54","49","55","57","52","55","51","50","56",
"공무방해","중구","범죄 발생지","","84","99","61","86","95","106","70","75","66","64","45","68","61","52",
"공무방해","동구","범죄 발생지","","-","31","80","71","95","100","79","77","63","96","58","70","79","67",
"공무방해","서구","범죄 발생지","","114","142","128","137","142","164","126","113","95","121","105","102","91","104",
"공무방해","유성","범죄 발생지","","36","58","55","63","54","74","55","64","56","53","54","61","49","62",
"공무방해","대덕","범죄 발생지","","42","53","60","36","59","49","48","31","35","38","23","26","38","26",
"공무방해","중구","범죄 발생지","","67","71","71","86","76","87","53","41","53","39","52","36","39","40",
"공무방해","동구","범죄 발생지","","43","40","40","61","51","59","41","37","30","53","31","47","44","46",
"공무방해","남구","범죄 발생지","","210","218","180","170","127","135","117","116","114","132","138","138","142","149",
"공무방해","북구","범죄 발생지","","33","29","32","41","36","36","28","30","29","28","23","20","48","36",
